ID,conforto,conforto_n
844,"Ajuste do volante em altura, Ajuste elétrico dos retrovisores, Ar quente, Ar-condicionado, Banco do motorista com ajuste de altura, Banco traseiro rebatível, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Luz no porta-malas, Rodas de liga leve, Zonas de ar-condicionado: 1",14
845,"Ajuste do volante em altura, Ajuste elétrico dos retrovisores, Ar quente, Ar-condicionado, Banco do motorista com ajuste de altura, Banco traseiro rebatível, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Luz no porta-malas, Rodas de liga leve, Zonas de ar-condicionado: 1",14
846,"Ajuste do volante em altura, Ajuste elétrico dos retrovisores, Ar quente, Ar-condicionado, Banco traseiro rebatível, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Luz no porta-luvas, Luz no porta-malas, Rodas de liga leve, Zonas de ar-condicionado: 1",14
847,"Ajuste do volante em altura, Ajuste elétrico dos retrovisores, Ar quente, Ar-condicionado, Banco traseiro bipartido, Banco traseiro rebatível, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Luz no porta-malas, Rodas de liga leve, Zonas de ar-condicionado: 1",14
848,"Ajuste do volante em altura, Ajuste elétrico dos retrovisores, Ar quente, Ar-condicionado, Banco traseiro bipartido, Banco traseiro rebatível, Comando interno do porta-malas, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Rodas de liga leve, Zonas de ar-condicionado: 1",12
849,"Ajuste do volante em altura, Ajuste elétrico dos retrovisores, Ar quente, Ar-condicionado, Banco traseiro bipartido, Banco traseiro rebatível, Comando interno do porta-malas, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Rodas de liga leve, Zonas de ar-condicionado: 1",12
850,"Ajuste do volante em altura, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro rebatível, Comando interno da tampa do tanque, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Rodas de liga leve, Zonas de ar-condicionado: 1",14
851,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Banco do motorista com ajuste de altura, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Cintos de segurança com ajuste de altura, Comando interno da tampa do tanque, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Limitador de velocidade, Luz de teto traseira, Rodas de liga leve, Zonas de ar-condicionado: 1",23
852,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Ar quente, Ar-condicionado, Cintos de segurança com ajuste de altura, Comando interno da tampa do tanque, Controle elétrico dos vidros dianteiros, Direção assistida, Faróis com acendimento automático, Zonas de ar-condicionado: 1",12
853,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Ar quente, Ar-condicionado, Cintos de segurança com ajuste de altura, Comando interno da tampa do tanque, Controle elétrico dos vidros dianteiros, Direção assistida, Faróis com acendimento automático, Zonas de ar-condicionado: 1",12
854,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Ar quente, Ar-condicionado, Banco traseiro rebatível, Cintos de segurança com ajuste de altura, Comando interno da tampa do tanque, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Luz de teto traseira, Zonas de ar-condicionado: 1",15
855,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Banco do motorista com ajuste de altura, Banco traseiro rebatível, Câmbio automático, Cintos de segurança com ajuste de altura, Comando interno da tampa do tanque, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Limitador de velocidade, Luz de teto traseira, Rodas de liga leve, Zonas de ar-condicionado: 1",21
856,"Acionamento remoto do motor, Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Cintos de segurança com ajuste de altura, Comando interno da tampa do tanque, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Limitador de velocidade, Limpador de para-brisa automático, Luz de teto traseira, Luz no porta-luvas, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Rodas de liga leve, Zonas de ar-condicionado: 1",30
857,"Acionamento remoto do motor, Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Apoio de braço central no banco traseiro, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Cintos de segurança com ajuste de altura, Comando interno da tampa do tanque, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Limitador de velocidade, Limpador de para-brisa automático, Luz de teto traseira, Luz no porta-luvas, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Rodas de liga leve, Zonas de ar-condicionado: 1",31
858,"Ajuste do volante em altura, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Ar quente, Ar-condicionado, Ar-condicionado automático, Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro corrediço, Banco traseiro rebatível, Banco traseiro reclinável, Bancos revestidos em couro, Câmbio automático, Comando interno da tampa do tanque, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Destravamento remoto do porta-malas, Direção assistida, Faróis com acendimento automático, Limitador de velocidade, Limpador de para-brisa automático, Luz de teto traseira, Luz no porta-luvas, Luz no porta-malas, Rodas de liga leve, Saída de ar para o banco traseiro, Terceira fileira de bancos, Zonas de ar-condicionado: 1",29
859,"Ajuste do volante em altura, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Ar quente, Ar-condicionado, Ar-condicionado automático, Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro corrediço, Banco traseiro rebatível, Banco traseiro reclinável, Câmbio automático, Comando interno da tampa do tanque, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Limitador de velocidade, Limpador de para-brisa automático, Luz de teto traseira, Luz no porta-malas, Rodas de liga leve, Saída de ar para o banco traseiro, Terceira fileira de bancos, Zonas de ar-condicionado: 1",26
860,"Ajuste do volante em altura, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Ar quente, Ar-condicionado, Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro corrediço, Banco traseiro rebatível, Banco traseiro reclinável, Câmbio automático, Comando interno da tampa do tanque, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Limitador de velocidade, Luz de teto traseira, Luz no porta-malas, Saída de ar para o banco traseiro, Zonas de ar-condicionado: 1",21
861,"Ajuste do volante em altura, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Ar quente, Ar-condicionado, Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro corrediço, Banco traseiro rebatível, Banco traseiro reclinável, Comando interno da tampa do tanque, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Luz de teto traseira, Luz no porta-malas, Zonas de ar-condicionado: 1",17
862,"Acionamento remoto do motor, Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Apoio de braço central no banco traseiro, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Banco traseiro reclinável, Bancos revestidos em couro, Câmbio automático, Chave presencial, Cintos de segurança com ajuste de altura, Comando interno da tampa do tanque, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Destravamento remoto do porta-malas, Direção assistida, Faróis com acendimento automático, Limitador de velocidade, Limpador de para-brisa automático, Luz de teto traseira, Luz no porta-luvas, Luz no porta-malas, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Rodas de liga leve, Saída de ar para o banco traseiro, Terceira fileira de bancos, Zonas de ar-condicionado: 1",37
863,"Acionamento remoto do motor, Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco do motorista com memórias, Banco do motorista com ventilação, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Controle automático de velocidade, Controle de largada, Controle elétrico dos vidros dianteiros, Controle eletrônico de amortecimento, Desativação de cilindros, Destravamento remoto do porta-malas, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Luz no porta-malas, Retrovisor interno fotocrômico, Retrovisor interno por câmera, Retrovisores rebativeis eletricamente, Rodas de liga leve, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 2",34
864,"Acionamento remoto do motor, Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Destravamento remoto do porta-malas, Direção assistida, Faróis com acendimento automático, Limitador de velocidade, Luz de teto traseira, Luz no porta-luvas, Luz no porta-malas, Rodas de liga leve, Zonas de ar-condicionado: 1",28
865,"Ajuste do volante em altura, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Banco do motorista com ajuste de altura, Banco traseiro rebatível, Câmbio automático, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Rodas de liga leve, Zonas de ar-condicionado: 1",14
866,"Acionamento remoto do motor, Ajuste de apoio lombar para o motorista, Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Apoio de braço central no banco traseiro, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Auto Hold, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco do motorista com aquecimento, Banco do motorista com memórias, Banco do motorista com ventilação, Banco do passageiro com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Capô sustentado por mola a gás, Chave presencial, Cintos de segurança com ajuste de altura, Coluna de direção com ajuste elétrico, Comando interno da tampa do tanque, Controle automático de velocidade, Controle de velocidade adaptativo, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Desativação de cilindros, Destravamento remoto do porta-malas, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Grade dianteira ativa, Limitador de velocidade, Limpador de para-brisa automático, Luz de teto traseira, Luz no porta-luvas, Luz no porta-malas, Retrovisor interno fotocrômico, Retrovisor interno por câmera, Retrovisores rebativeis eletricamente, Rodas de liga leve, Saída de ar para o banco traseiro, Sistema start-stop, Tampa traseira motorizada, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 2",52
867,"Acionamento remoto do motor, Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Destravamento remoto do porta-malas, Direção assistida, Faróis com acendimento automático, Limitador de velocidade, Luz de teto traseira, Luz no porta-luvas, Luz no porta-malas, Rodas de liga leve, Teto panorâmico, Teto solar elétrico, Zonas de ar-condicionado: 1",29
868,"Acionamento remoto do motor, Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Apoio de braço central no banco traseiro, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Assist. de estacionamento semiautom., Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Destravamento remoto do porta-malas, Direção assistida, Faróis com acendimento automático, Limitador de velocidade, Limpador de para-brisa automático, Luz de teto traseira, Luz no porta-luvas, Luz no porta-malas, Retrovisor interno fotocrômico, Rodas de liga leve, Teto panorâmico, Teto solar elétrico, Zonas de ar-condicionado: 1",34
869,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Destravamento remoto do porta-malas, Direção assistida, Faróis com acendimento automático, Limitador de velocidade, Luz de teto traseira, Luz no porta-luvas, Luz no porta-malas, Rodas de liga leve, Zonas de ar-condicionado: 1",26
870,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro rebatível, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Destravamento remoto do porta-malas, Direção assistida, Faróis com acendimento automático, Limitador de velocidade, Luz de teto traseira, Luz no porta-luvas, Luz no porta-malas, Rodas de liga leve, Zonas de ar-condicionado: 1",25
871,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro rebatível, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Destravamento remoto do porta-malas, Direção assistida, Faróis com acendimento automático, Limitador de velocidade, Luz de teto traseira, Luz no porta-luvas, Luz no porta-malas, Zonas de ar-condicionado: 1",24
872,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro rebatível, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Destravamento remoto do porta-malas, Direção assistida, Faróis com acendimento automático, Limitador de velocidade, Luz de teto traseira, Luz no porta-luvas, Luz no porta-malas, Zonas de ar-condicionado: 1",24
873,"Acionamento remoto do motor, Ajuste do volante em altura, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Apoio de braço central no banco traseiro, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Banco traseiro reclinável, Bancos revestidos em couro, Câmbio automático, Comando interno da tampa do tanque, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Destravamento remoto do porta-malas, Direção assistida, Faróis com acendimento automático, Limpador de para-brisa automático, Luz de teto traseira, Luz no porta-luvas, Luz no porta-malas, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Rodas de liga leve, Saída de ar para o banco traseiro, Terceira fileira de bancos, Zonas de ar-condicionado: 1",33
874,"Acionamento remoto do motor, Ajuste de apoio lombar para o motorista, Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Apoio de braço central no banco traseiro, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco do motorista com aquecimento, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Controle automático de velocidade, Controle de velocidade adaptativo, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Destravamento remoto do porta-malas, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limitador de velocidade, Limpador de para-brisa automático, Luz de teto traseira, Luz no porta-malas, Recuperação de energia cinética, Retrovisor externo com aquecimento, Retrovisor interno fotocrômico, Rodas de liga leve, Teto panorâmico, Teto solar elétrico, Zonas de ar-condicionado: 1",39
875,"Acionamento remoto do motor, Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco do motorista com memórias de ajuste, Banco do motorista com ventilação, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle eletrônico de amortecimento, Desativação de cilindros, Direção assistida, Faróis com acendimento automático, Luz no porta-malas, Retrovisor interno fotocrômico, Rodas de liga leve, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 2",30
876,"Acionamento remoto do motor, Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Destravamento remoto do porta-malas, Direção assistida, Faróis com acendimento automático, Limitador de velocidade, Luz de teto traseira, Luz no porta-luvas, Luz no porta-malas, Rodas de liga leve, Zonas de ar-condicionado: 1",28
877,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro rebatível, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Limitador de velocidade, Luz no porta-malas, Rodas de liga leve, Zonas de ar-condicionado: 1",22
878,"Ajuste do volante em altura, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Ar quente, Ar-condicionado, Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro rebatível, Comando interno da tampa do tanque, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Limitador de velocidade, Luz no porta-malas, Rodas de liga leve, Zonas de ar-condicionado: 1",17
879,"Ajuste do volante em altura, Ar quente, Ar-condicionado, Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro rebatível, Comando interno da tampa do tanque, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Limitador de velocidade, Zonas de ar-condicionado: 1",13
880,"Apoio de braço para o motorista, Ar quente, Ar-condicionado, Banco traseiro bipartido, Banco traseiro rebatível, Câmbio automático, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Limitador de velocidade, Luz no porta-malas, Zonas de ar-condicionado: 1",14
881,"Ar quente, Ar-condicionado, Banco traseiro bipartido, Banco traseiro rebatível, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Limitador de velocidade, Luz no porta-malas, Zonas de ar-condicionado: 1",12
882,"Acionamento remoto do motor, Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Assist. de estacionamento semiautom., Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Limitador de velocidade, Luz no porta-luvas, Luz no porta-malas, Rodas de liga leve, Zonas de ar-condicionado: 1",28
883,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro rebatível, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Limitador de velocidade, Luz no porta-malas, Rodas de liga leve, Zonas de ar-condicionado: 1",23
884,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro rebatível, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Limitador de velocidade, Luz no porta-malas, Rodas de liga leve, Zonas de ar-condicionado: 1",21
885,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro rebatível, Câmbio automático, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Limitador de velocidade, Luz no porta-malas, Rodas de liga leve, Zonas de ar-condicionado: 1",21
886,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Ar quente, Ar-condicionado, Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro rebatível, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Limitador de velocidade, Luz no porta-malas, Rodas de liga leve, Zonas de ar-condicionado: 1",18
887,"Ajuste elétrico dos retrovisores, Alças de segurança no teto, Ar quente, Ar-condicionado, Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro rebatível, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Limitador de velocidade, Luz no porta-malas, Rodas de liga leve, Zonas de ar-condicionado: 1",18
888,"Alças de segurança no teto, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Banco traseiro bipartido, Banco traseiro rebatível, Câmbio automático, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Limitador de velocidade, Luz no porta-malas, Zonas de ar-condicionado: 1",15
889,"Ajuste do volante em altura, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro rebatível, Câmbio automático, Comando interno da tampa do tanque, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Rodas de liga leve, Zonas de ar-condicionado: 1",16
890,"Acionamento remoto do motor, Ajuste do volante em altura, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Comando interno da tampa do tanque, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Limpador de para-brisa automático, Luz no porta-luvas, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Rodas de liga leve, Zonas de ar-condicionado: 1",24
892,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro rebatível, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Limitador de velocidade, Luz no porta-luvas, Luz no porta-malas, Rodas de liga leve, Sistema start-stop, Zonas de ar-condicionado: 1",23
893,"Acionamento remoto do motor, Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Apoio de braço central no banco traseiro, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Limitador de velocidade, Luz de teto traseira, Luz no porta-luvas, Luz no porta-malas, Rodas de liga leve, Sistema start-stop, Zonas de ar-condicionado: 1",29
