ID,Marca:,Modelo Base:,Versão:,Ano:,Combustível:,Propulsão:,Configuração:,Garantia:,Lugares:,Portas:,Porte:,Procedência:,Valor FIPE:,Alimentação:,Aspiração:,cilindros,tipo_cilindro,Comando de Válvulas:,Disposição:,Instalação:,Razão de Compressão:,Válvulas por Cilindro:,Variação do Comando:,Acoplamento:,Câmbio:,Quantidade de Marchas:,Tração:,Pneus Dianteiros:,Pneus Traseiros:,Freios Dianteiros:,Freios Traseiros:,Suspensão Dianteira:,Elemento Elástico da Suspensão:,Suspensão Traseira:,Assistência de Direção:,Coeficiente de Arrasto:,url,id,Plataforma:,Código do Câmbio:,Acionamento do Comando:,Observações:,Código do Motor:,Geração:,Série:,Tuchos:,Pneu Estepe:,Capacidade de Bateria:,Potência de recarga:,Viscosidade do óleo:,valor_data
709,Bmw,528i Touring,528i Touring 2.8,1998,Gasolina,Combustão,Perua,2 anos,5,4,Grande,Importado,R$ 37.269 (09/2024),Injeção multiponto,Natural,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,2:1",4,Admissão,Conversor de torque,Automático,5,Traseira,225/60 R15,225/60 R15,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,31",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 5HP,NA,NA,M52B28,4,E39,Hidráulicos,NA,NA,NA,NA,09/2024
710,Bmw,540i Touring,540i Touring 4.4 V8,1998,Gasolina,Combustão,Perua,2 anos,5,4,Grande,Importado,R$ 38.041 (09/2024),Injeção multiponto,Natural,8,em V,Duplo no cabeçote,Longitudinal,Dianteiro,10:1,4,NA,Conversor de torque,Automático,5,Traseira,225/55 R16,225/55 R16,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,33",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 5HP,NA,NA,M62B44,4,E39,NA,NA,NA,NA,NA,09/2024
711,Bmw,Z3,Z3 M 3.2,1998,Gasolina,Combustão,Conversível,1 ano,2,2,Médio,Importado,R$ 99.818 (09/2024),Injeção multiponto,Natural,6,em linha,Duplo no cabeçote,Longitudinal,Dianteiro,"11,3:1",4,NA,Embreagem monodisco a seco,Manual,5,Traseira,225/45 R17,245/45 R17,Disco ventilado,Disco sólido,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braço semi-arrastado",Hidráulica,"0,41",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,S50B32,1,E36,NA,NA,NA,NA,NA,09/2024
712,Bmw,318ti,318ti Compact 1.8,1995,Gasolina,Combustão,Hatch,1 ano,5,2,Médio,Importado,R$ 28.641 (09/2024),Injeção multiponto,Natural,4,em linha,Duplo no cabeçote,Longitudinal,Dianteiro,10:1,4,NA,Embreagem monodisco a seco,Manual,5,Traseira,205/60 R15,205/60 R15,Disco ventilado,Disco sólido,"Independente, McPherson",Mola helicoidal,"Independente, braço semi-arrastado",Hidráulica,"0,32",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,M42B18,3,E36,NA,NA,NA,NA,NA,09/2024
713,Bmw,328i,328i 2.8,1996,Gasolina,Combustão,Sedã,1 ano,5,4,Médio,Importado,R$ 41.409 (09/2024),Injeção multiponto,Natural,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,2:1",4,Admissão,Conversor de torque,Automático,5,Traseira,205/60 R15,205/60 R15,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,32",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,M52B28,3,E36,Hidráulicos,NA,NA,NA,NA,09/2024
714,Bmw,328i Cabriolet,328i Cabriolet 2.8,1997,Gasolina,Combustão,Conversível,1 ano,4,2,Médio,Importado,R$ 31.428 (09/2024),Injeção multiponto,Natural,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,2:1",4,Admissão,Conversor de torque,Automático,5,Traseira,205/60 R15,205/60 R15,Disco ventilado,Disco sólido,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,35",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 5HP,NA,NA,M52B28TU,3,E36,Hidráulicos,NA,NA,NA,NA,09/2024
715,Bmw,M3,M3 3.2,1997,Gasolina,Combustão,Cupê,1 ano,5,2,Médio,Importado,R$ 36.110 (09/2024),Injeção multiponto,Natural,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"11,3:1",4,NA,Embreagem monodisco a seco,Manual,6,Traseira,225/45 R17,245/40 R17,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,32",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,S50B32,3,E36,NA,NA,NA,NA,NA,09/2024
716,Bmw,Z3,Z3 1.9,1997,Gasolina,Combustão,Conversível,1 ano,2,2,Médio,Importado,R$ 95.521 (09/2024),Injeção multiponto,Natural,4,em linha,Duplo no cabeçote,Longitudinal,Dianteiro,10:1,4,NA,Embreagem monodisco a seco,Manual,5,Traseira,205/60 R15,205/60 R15,Disco ventilado,Disco sólido,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braço semi-arrastado",Hidráulica,"0,41",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,M44B19,1,E36,NA,NA,NA,NA,NA,09/2024
717,Bmw,328i Touring,328i Touring 2.8,1996,Gasolina,Combustão,Perua,1 ano,5,4,Médio,Importado,R$ 32.422 (09/2024),Injeção multiponto,Natural,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,2:1",4,Admissão,Conversor de torque,Automático,5,Traseira,225/50 R16,225/50 R16,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,34",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,M52B28,3,E36,Hidráulicos,NA,NA,NA,NA,09/2024
718,Bmw,328i Touring,328i Touring 2.8,1996,Gasolina,Combustão,Perua,1 ano,5,4,Médio,Importado,R$ 32.422 (09/2024),Injeção multiponto,Natural,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,2:1",4,Admissão,Embreagem monodisco a seco,Manual,5,Traseira,225/50 R16,225/50 R16,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,34",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,M52B28,3,E36,Hidráulicos,NA,NA,NA,NA,09/2024
719,Bmw,528i,528i 2.8,1997,Gasolina,Combustão,Sedã,2 anos,5,4,Grande,Importado,R$ 28.957 (09/2024),Injeção multiponto,Natural,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,2:1",4,Admissão,Conversor de torque,Automático,5,Traseira,225/60 R15,225/60 R15,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,29",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 5HP,NA,NA,M52B28,4,E39,Hidráulicos,NA,NA,NA,NA,09/2024
720,Bmw,540i,540i 4.4 V8,1997,Gasolina,Combustão,Sedã,2 anos,5,4,Grande,Importado,R$ 41.504 (09/2024),Injeção multiponto,Natural,8,em V,Duplo no cabeçote,Longitudinal,Dianteiro,10:1,4,NA,Conversor de torque,Automático,5,Traseira,225/55 R16,225/55 R16,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,3",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 5HP,NA,NA,M62B44,4,E39,NA,NA,NA,NA,NA,09/2024
721,Bmw,740i,740i 4.4 V8,1997,Gasolina,Combustão,Sedã,1 ano,5,4,Grande,Importado,R$ 39.437 (09/2024),Injeção multiponto,Natural,8,em V,Duplo no cabeçote,Longitudinal,Dianteiro,10:1,4,NA,Conversor de torque,Automático,5,Traseira,235/60 R16,235/60 R16,Disco ventilado,Disco sólido,"Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",Hidráulica,"0,3",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 5HP,NA,NA,M62B44,3,E38,NA,NA,NA,NA,NA,09/2024
722,Bmw,850ci,850ci 5.4 V12,1996,Gasolina,Combustão,Cupê,1 ano,4,2,Grande,Importado,R$ 72.182 (09/2024),Injeção multiponto,Natural,12,em V,Único no cabeçote,Longitudinal,Dianteiro,10:1,2,NA,Conversor de torque,Automático,5,Traseira,235/50 R16,235/50 R16,Disco ventilado,Disco sólido,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,29",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 5HP,NA,NA,M73B54,1,E31,NA,NA,NA,NA,NA,09/2024
723,Bmw,318ti,318ti Compact 1.8 AT,1995,Gasolina,Combustão,Hatch,1 ano,5,2,Médio,Importado,R$ 28.754 (09/2024),Injeção multiponto,Natural,4,em linha,Duplo no cabeçote,Longitudinal,Dianteiro,10:1,4,NA,Conversor de torque,Automático,4,Traseira,205/60 R15,205/60 R15,Disco ventilado,Disco sólido,"Independente, McPherson",Mola helicoidal,"Independente, braço semi-arrastado",Hidráulica,"0,32",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,GM 4L30-E,NA,NA,M42B18,3,E36,NA,NA,NA,NA,NA,09/2024
724,Bmw,525i Touring,525i Touring 2.5,1995,Gasolina,Combustão,Perua,2 anos,5,4,Grande,Importado,R$ 25.213 (09/2024),Injeção multiponto,Natural,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,5:1",4,Admissão,Conversor de torque,Automático,5,Traseira,225/60 R15,225/60 R15,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,33",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 5HP,NA,NA,M50B25TU,3,E34,Hidráulicos,NA,NA,NA,NA,09/2024
725,Bmw,530i Touring,530i Touring 3.0 V8,1995,Gasolina,Combustão,Perua,2 anos,5,4,Grande,Importado,R$ 26.156 (09/2024),Injeção multiponto,Natural,8,em V,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,5:1",4,NA,Conversor de torque,Automático,5,Traseira,225/60 R15,225/60 R15,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,33",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 5HP,NA,NA,M60B30,3,E34,Hidráulicos,NA,NA,NA,NA,09/2024
726,Bmw,840ci,840ci 4.4 V8,1995,Gasolina,Combustão,Cupê,1 ano,4,2,Grande,Importado,R$ 43.273 (09/2024),Injeção multiponto,Natural,8,em V,Duplo no cabeçote,Longitudinal,Dianteiro,10:1,4,NA,Conversor de torque,Automático,5,Traseira,235/50 R16,235/50 R16,Disco ventilado,Disco sólido,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,29",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 5HP,NA,NA,M62B44,1,E31,NA,NA,NA,NA,NA,09/2024
727,Bmw,M5,M5 3.8,1995,Gasolina,Combustão,Sedã,1 ano,5,4,Grande,Importado,R$ 83.521 (09/2024),Injeção multiponto,Natural,6,em linha,Duplo no cabeçote,Longitudinal,Dianteiro,"10,5:1",4,NA,Embreagem monodisco a seco,Manual,6,Traseira,235/45 R17,235/45 R17,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, braços sobrepostos",Hidráulica,"0,34",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,S38B38,NA,E34,NA,NA,NA,NA,NA,09/2024
728,Bmw,318i Cabriolet,318i Cabriolet 1.8,1994,Gasolina,Combustão,Conversível,1 ano,4,2,Médio,Importado,R$ 23.001 (09/2024),Injeção multiponto,Natural,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"9,7:1",2,NA,Conversor de torque,Automático,4,Traseira,205/60 R15,205/60 R15,Disco ventilado,Disco sólido,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,35",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,GM 4L30-E,NA,NA,M43B18,3,E36,Hidráulicos,NA,NA,NA,NA,09/2024
729,Bmw,325i,325i 2.5,1991,Gasolina,Combustão,Sedã,1 ano,5,4,Médio,Importado,R$ 18.686 (09/2024),Injeção multiponto,Natural,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,10:1,4,NA,Conversor de torque,Automático,5,Traseira,205/60 R15,205/60 R15,Disco ventilado,Disco sólido,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,32",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 5HP,NA,NA,M50B25,3,E36,Hidráulicos,NA,NA,NA,NA,09/2024
730,Bmw,325i Cabriolet,325i Cabriolet 2.5,1994,Gasolina,Combustão,Conversível,1 ano,4,2,Médio,Importado,R$ 53.193 (09/2024),Injeção multiponto,Natural,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,5:1",4,Admissão,Embreagem monodisco a seco,Manual,5,Traseira,205/60 R15,205/60 R15,Disco ventilado,Disco sólido,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,35",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,M50B25TU,3,E36,Hidráulicos,NA,NA,NA,NA,09/2024
731,Bmw,850ci,850ci 5.0 V12,1992,Gasolina,Combustão,Cupê,1 ano,4,2,Grande,Importado,R$ 52.909 (09/2024),Injeção multiponto,Natural,12,em V,Único no cabeçote,Longitudinal,Dianteiro,"8,8:1",2,NA,Conversor de torque,Automático,4,Traseira,235/50 R16,235/50 R16,Disco ventilado,Disco sólido,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,29",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 4HP,NA,NA,M70B50,1,E31,NA,NA,NA,NA,NA,09/2024
732,Bmw,M3,M3 3.0,1994,Gasolina,Combustão,Cupê,1 ano,5,2,Médio,Importado,R$ 29.863 (09/2024),Injeção multiponto,Natural,6,em linha,Duplo no cabeçote,Longitudinal,Dianteiro,"10,8:1",4,Admissão,Embreagem monodisco a seco,Manual,5,Traseira,235/40 R17,235/40 R17,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,32",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,S50B30,2,E36,NA,NA,NA,NA,NA,09/2024
733,Bmw,M3 Cabriolet,M3 Cabriolet 3.0,1994,Gasolina,Combustão,Conversível,1 ano,4,2,Médio,Importado,R$ 60.521 (09/2024),Injeção multiponto,Natural,6,em linha,Duplo no cabeçote,Longitudinal,Dianteiro,"10,8:1",4,Admissão,Embreagem monodisco a seco,Manual,5,Traseira,235/40 R17,235/40 R17,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,35",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,S50B30,2,E36,NA,NA,NA,NA,NA,09/2024
734,Bmw,525i,525i 2.5,1991,Gasolina,Combustão,Sedã,2 anos,5,4,Grande,Importado,R$ 14.265 (09/2024),Injeção multiponto,Natural,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,5:1",4,Admissão,NA,Automático,4,Traseira,205/65 R15,205/65 R15,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,31",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,M50B25TU,3,E34,Hidráulicos,NA,NA,NA,NA,09/2024
735,Bmw,540i,540i 4.0 V8,1993,Gasolina,Combustão,Sedã,1 ano,5,4,Grande,Importado,R$ 24.209 (09/2024),Injeção multiponto,Natural,8,em V,Duplo no cabeçote,Longitudinal,Dianteiro,10:1,4,NA,Conversor de torque,Automático,5,Traseira,225/60 R15,225/60 R15,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, braços sobrepostos",Hidráulica,"0,32",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,M60B40,3,E34,NA,NA,NA,NA,NA,09/2024
736,Bmw,840ci,840ci 4.0 V8,1993,Gasolina,Combustão,Cupê,1 ano,4,2,Grande,Importado,R$ 35.845 (09/2024),Injeção multiponto,Natural,8,em V,Duplo no cabeçote,Longitudinal,Dianteiro,10:1,4,NA,Conversor de torque,Automático,5,Traseira,235/50 R16,235/50 R16,Disco ventilado,Disco sólido,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,29",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 5HP,NA,NA,M60B40,1,E31,NA,NA,NA,NA,NA,09/2024
737,Bmw,850csi,850csi 5.6 V12,1993,Gasolina,Combustão,Cupê,1 ano,4,2,Grande,Importado,R$ 63.784 (09/2024),Injeção multiponto,Natural,12,em V,Único no cabeçote,Longitudinal,Dianteiro,"9,8:1",2,NA,Embreagem monodisco a seco,Manual,6,Traseira,235/45 R17,265/40 R17,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,31",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,S70B56,1,E31,NA,NA,NA,NA,NA,09/2024
738,Bmw,318i,318i 1.8,1992,Gasolina,Combustão,Sedã,1 ano,5,4,Médio,Importado,R$ 18.147 (09/2024),Injeção multiponto,Natural,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"9,7:1",2,NA,Embreagem monodisco a seco,Manual,5,Traseira,185/65 R15,185/65 R15,Disco ventilado,Disco sólido,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,3",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,M43B18,3,E36,Hidráulicos,NA,NA,NA,NA,09/2024
739,Bmw,520i,520i 2.0,1992,Gasolina,Combustão,Sedã,2 anos,5,4,Grande,Importado,R$ 11.744 (09/2024),Injeção multiponto,Natural,6,em linha,Duplo no cabeçote,Longitudinal,Dianteiro,11:1,4,Admissão,Conversor de torque,Automático,5,Traseira,205/65 R15,205/65 R15,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Hidráulica,"0,31",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 5HP,Corrente,NA,M50B20TU,3,E34,Hidráulicos,NA,NA,NA,NA,09/2024
740,Bmw,535i,535i 3.4,1991,Gasolina,Combustão,Sedã,2 anos,5,4,Grande,Importado,R$ 18.193 (09/2024),Injeção multiponto,Natural,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,9:1,2,NA,Conversor de torque,Automático,4,Traseira,225/60 R15,225/60 R15,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,32",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,M30B35,3,E34,Hidráulicos,NA,NA,NA,NA,09/2024
741,Bmw,850i,850i 5.0 V12,1991,Gasolina,Combustão,Cupê,1 ano,4,2,Grande,Importado,R$ 50.574 (09/2024),Injeção multiponto,Natural,12,em V,Único no cabeçote,Longitudinal,Dianteiro,"8,8:1",2,NA,Conversor de torque,Automático,4,Traseira,235/50 R16,235/50 R16,Disco ventilado,Disco sólido,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,29",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 4HP,NA,NA,M70B50,1,E31,NA,NA,NA,NA,NA,09/2024
742,Bmw,M5,M5 3.6,1991,Gasolina,Combustão,Sedã,1 ano,5,4,Grande,Importado,R$ 32.232 (09/2024),Injeção multiponto,Natural,6,em linha,Duplo no cabeçote,Longitudinal,Dianteiro,10:1,4,NA,Embreagem monodisco a seco,Manual,5,Traseira,235/45 R17,235/45 R17,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, braços sobrepostos",Hidráulica,"0,34",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,S38B36,2,E34,NA,NA,NA,NA,NA,09/2024
743,Bmw,Z1,Z1 2.5,1990,Gasolina,Combustão,Conversível,1 ano,2,2,Médio,Importado,NA,Injeção multiponto,Natural,6,em linha,"Único no cabeçote, correia dentada",Longitudinal,Dianteiro,"8,8:1",2,NA,Embreagem monodisco a seco,Manual,5,Traseira,225/45 R16,225/45 R16,Disco ventilado,Disco sólido,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braço semi-arrastado",Hidráulica,"0,36",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,NA,1,E30,NA,NA,NA,NA,NA,NA
744,Brm,M-11,M-11 1.6,1989,Gasolina,Combustão,Buggy,1 ano,4,2,Compacto,Nacional,NA,Carburador,Natural,4,opostos horizontalmente,"no bloco, engrenagens",Longitudinal,Traseiro,"7,5:1",2,NA,Embreagem monodisco a seco,Manual,4,Traseira,NA,NA,Tambor,Tambor,"Independente, braço arrastado",Barra de torção,"Independente, semi-eixo oscilante",Não assistida,NA,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,VW Boxer,NA,NA,Mecânicos,NA,NA,NA,NA,NA
745,Bugatti,Centodieci,Centodieci 8.0 W16,2022,Gasolina,Combustão,Cupê,1 ano,2,2,Grande,Importado,NA,Injeção multiponto,Turbocompressor,16,em W,Duplo no cabeçote,Longitudinal,Central,"8,3:1",4,Admissão,Embreagem dupla a seco,Automatizado,7,Integral sob demanda,285/30 R20,355/25 R21,Disco de carbono-cerâmica,Disco de carbono-cerâmica,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",Elétrica,"0,35",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746,Bugatti,Divo,Divo 8.0 W16,2018,Gasolina,Combustão,Cupê,1 ano,2,2,Grande,Importado,NA,Injeção multiponto,Turbocompressor,16,em W,Duplo no cabeçote,Longitudinal,Central,"8,3:1",4,Admissão,Embreagem dupla a seco,Automatizado,7,Integral sob demanda,285/30 R20,355/25 R21,Disco de carbono-cerâmica,Disco de carbono-cerâmica,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",Elétrica,"0,35",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747,Bugatti,Chiron,Chiron 8.0 W16,2016,Gasolina,Combustão,Cupê,1 ano,2,2,Grande,Importado,NA,Injeção multiponto,Turbocompressor,16,em W,Duplo no cabeçote,Longitudinal,Central,"8,3:1",4,Admissão,Embreagem dupla a seco,Automatizado,7,Integral sob demanda,285/30 R20,355/25 R21,Disco de carbono-cerâmica,Disco de carbono-cerâmica,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",Elétrica,"0,35",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,Bugatti,Veyron,Veyron Super Sport 8.0 W16,2011,Gasolina,Combustão,Cupê,1 ano,2,2,Grande,Importado,NA,Injeção multiponto,Turbocompressor,16,em W,Duplo no cabeçote,Longitudinal,Central,"8,3:1",4,Admissão,Embreagem dupla a seco,Automatizado,7,Integral sob demanda,265/30 R20,335/30 R20,Disco de carbono-cerâmica,Disco de carbono-cerâmica,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",Hidráulica,"0,348",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
749,Bugatti,Veyron,Veyron Grand Sport 8.0 W16,2009,Gasolina,Combustão,Conversível,1 ano,2,2,Grande,Importado,NA,Injeção multiponto,Turbocompressor,16,em W,Duplo no cabeçote,Longitudinal,Central,9:1,4,Admissão,Embreagem dupla a seco,Automatizado,7,Integral sob demanda,265/30 R20,335/30 R20,Disco de carbono-cerâmica,Disco de carbono-cerâmica,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",Hidráulica,"0,36",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,Bugatti,Veyron,Veyron 8.0 W16,2006,Gasolina,Combustão,Cupê,1 ano,2,2,Grande,Importado,NA,Injeção multiponto,Turbocompressor,16,em W,Duplo no cabeçote,Longitudinal,Central,9:1,4,Admissão,Embreagem dupla a seco,Automatizado,7,Integral sob demanda,265/30 R20,335/30 R20,Disco de carbono-cerâmica,Disco de carbono-cerâmica,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",Hidráulica,"0,355",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,Bugatti,Eb 110,Eb 110 3.5 V12,1992,Gasolina,Combustão,Cupê,1 ano,2,2,Grande,Importado,NA,Injeção multiponto,Turbocompressor,12,em V,Duplo no cabeçote,Longitudinal,Central,"7,5:1",5,NA,Embreagem monodisco a seco,Manual,6,Integral sob demanda,245/40 R18,325/30 R18,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",Hidráulica,"0,29",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
