,Marca:,Modelo Base:,Versão:,Ano:,Combustível:,Propulsão:,Configuração:,Garantia:,Lugares:,Portas:,Porte:,Procedência:,Valor FIPE:,Alimentação:,Aspiração:,Cilindrada:,Cilindros:,Comando de Válvulas:,Curso do Pistão:,Diâmetro do Cilindro:,Disposição:,Instalação:,Peso-Potência:,Peso-Torque:,Potência Específica:,Potência Máxima:,Razão de Compressão:,Torque Específico:,Torque Máximo:,Válvulas por Cilindro:,Variação do Comando:,Aceleração 0-100 km/h:,Velocidade Máxima:,Consumo Rodoviário (Gasolina):,Consumo Urbano (Gasolina):,Autonomia Rodoviária (Gasolina):,Autonomia Urbana (Gasolina):,Acoplamento:,Câmbio:,Quantidade de Marchas:,Tração:,Altura do Flanco:,Pneus Dianteiros:,Pneus Traseiros:,Freios Dianteiros:,Freios Traseiros:,Suspensão Dianteira:,Elemento Elástico da Suspensão:,Suspensão Traseira:,Assistência de Direção:,Diâmetro Mínimo de Giro:,Altura:,Bitola Dianteira:,Bitola Traseira:,Comprimento:,Distância entre Eixos:,Largura:,Peso:,Porta-Malas:,Tanque de Combustível:,Área Frontal:,Área Frontal Corrigida:,Coeficiente de Arrasto:,url,id,Plataforma:,Rotação de Potência Máxima:,Rotação de Torque Máximo:,Código do Câmbio:,Diâmetro de Giro:,Vão Livre do Solo:,Carga Útil:,Acionamento do Comando:,Observações:,Consumo Rodoviário (Diesel):,Consumo Urbano (Diesel):,Autonomia Rodoviária (Diesel):,Autonomia Urbana (Diesel):,Código do Motor:,Rotação Máxima:,Ângulo Central:,Ângulo de Entrada:,Ângulo de Saída:,Reboque com Freio:,Reboque sem Freio:,Geração:,Série:,Cilindrada unitária:,Tuchos:,Pneu Estepe:,Altura mínima do solo:,Autonomia:,Capacidade de Bateria:,Consumo Elétrico:,Potência:,Potência Combinada:,Torque:,Torque Combinado:,Autonomia Elétrica:,Velocidade Máxima (Modo Elétrico):,Consumo Rodoviário:,Consumo Urbano:,Autonomia Rodoviária:,Autonomia Urbana:,Porta-Malas (5 Lugares):,Porta-Malas (7 Lugares):,Consumo Rodoviário (Álcool):,Consumo Urbano (Álcool):,Autonomia Rodoviária (Álcool):,Autonomia Urbana (Álcool):,Frenagem 0-100 km/h:,Rampa Máxima:,Travessia de Água:,Potência de recarga:,Porta-Malas (6 Lugares):,Inclinação Lateral Máxima:,Viscosidade do óleo:
763,Byd,Seal,Seal EV,2024,Eletricidade,Elétrico,Sedã,5 anos,5,4,Médio,Importado,R$ 266.280 (09/2024),,,,,,,,,,"4,12 kg/cv","36,30 kg/kgfm",,,,,,,,"3,8 s",180 km/h,,,,,,Automático,1,Integral sob demanda,106 mm,235/45 R19,235/45 R19,Disco ventilado,Disco ventilado,"Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",Elétrica,,1460 mm,1620 mm,1625 mm,4800 mm,2920 mm,1875 mm,2185 kg,400 litros,,"2,33 m²","0,510 m²","0,219",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,e-Platform 3.0,,,,"11,4 m",,446 kg,,,,,,,,,,13 graus,14 graus,,,,Ocean,,,Kit de reparo e enchimento,120 mm,372 km,"82,5 kWh",,313 cv (traseiro),530 cv,"36,7 kgfm (traseiro)","60,2 kgfm",,,,,,,,,,,,,,,,,,,
764,Byd,Song Plus,Song Plus DM-i 1.5,2024,Eletricidade/gasolina,Híbrido plug-in,SUV,5 anos,5,4,Médio,Importado,R$ 205.074 (09/2024),Injeção multiponto,Natural,1498 cm³,4 em linha,Único no cabeçote,,,Transversal,Dianteiro,"15,45 kg/cv","123,2 kg/kgfm","73,4 cv/litro",110 cv,"15,5:1","9,2 kgfm/litro","13,8 kgfm",4,Admissão,"8,5 s",140 km/h,,,,,Engrenagem epicicloidal,CVT,,Dianteira,118 mm,235/50 R19,235/50 R19,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,,1680 mm,1630 mm,1630 mm,4705 mm,2765 mm,1890 mm,1700 kg,574 litros,52 litros,,,,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,,6000 rpm,4500 rpm,,"11,1 m",,,Corrente,,,,,,BYD472ZQA,,,19 graus,21 graus,,,,,,,Kit de reparo e enchimento,180 mm,,"8,3 kWh",,179 cv (dianteiro),235 cv,"32,2 kgfm (dianteiro)","40,8 kgfm",28 km,,"13,2 km/l","15,1 km/l",686 km,785 km,,,,,,,,,,,,,
765,Byd,D1,D1 EV,2023,Eletricidade,Elétrico,Minivan,2 anos,5,4,Médio,Importado,R$ 199.900 (09/2024),,,,,,,,,,"12,06 kg/cv","89,62 kg/kgfm",,,,,,,,14 s,130 km/h,,,,,,Automático,1,Dianteira,117 mm,195/60 R16,195/60 R16,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,Eixo de torção,Elétrica,,1650 mm,1590 mm,1590 mm,4390 mm,2800 mm,1850 mm,1640 kg,400 litros,,,,,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,,,,BYDNT18,"11,2 m",,,,,,,,,,,,15 graus,18 graus,,,,,,,,125 mm,371 km,53 kWh,,136 cv (dianteiro),,"18,3 kgfm (dianteiro)",,,,,,,,,,,,,,,"16,7 graus",,,,,
766,Byd,Song Plus,Song Plus DM-i,2023,Gasolina/eletricidade,Híbrido plug-in,SUV,5 anos,5,4,Médio,Importado,R$ 198.042 (09/2024),Injeção multiponto,Natural,1498 cm³,4 em linha,Único no cabeçote,,,Transversal,Dianteiro,"15,45 kg/cv","123,2 kg/kgfm","73,4 cv/litro",110 cv,,"9,2 kgfm/litro","13,8 kgfm",,,"7,9 s",186 km/h,,,,,Embreagem dupla a seco,Automatizado,7,Dianteira,118 mm,235/50 R19,235/50 R19,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,,1680 mm,1630 mm,1630 mm,4705 mm,2765 mm,1890 mm,1700 kg,574 litros,40 litros,,,,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,,6000 rpm,4500 rpm,,"11,1 m",,,Corrente,,,,,,BYD472ZQA,,,,,,,,,,,,180 mm,,"8,3 kWh",,179 cv (dianteiro),,"32,2 kgfm (dianteiro)",,51 km,,"23,3 km/l",25 km/l,932 km,1000 km,,,,,,,,,,,,,
767,Byd,Tan,Tan EV,2022,Eletricidade,Elétrico,SUV,5 anos,7,4,Médio,Importado,R$ 337.227 (09/2024),,,,,,,,,,"4,79 kg/cv","35,77 kg/kgfm",,,,,,,,"4,6 s",186 km/h,,,,,,Automático,1,Integral sob demanda,106 mm,265/40 R22,265/40 R22,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,,1725 mm,,,mm,2820 mm,1950 mm,kg,,,,,,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,,,,,Não informado,150 mm,,,,,,,,,,,22 graus,20 graus,,,,Dinasty,,,Kit de reparo e enchimento,,437 km,"86,4 kWh",,272 cv (traseiro),517 cv,"35,7 kgfm (traseiro)","69,3 kgfm",,,,,,,235 litros,600 litros,,,,,36 m,,,,,,
768,Byd,Yuan Plus,Yuan Plus EV,2023,Eletricidade,Elétrico,SUV,5 anos,5,4,Médio,Importado,,,,,,,,,,,"8,33 kg/cv","53,80 kg/kgfm",,,,,,,,"7,3 s",160 km/h,,,,,,Automático,1,Dianteira,118 mm,215/55 R18,215/55 R18,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,,1615 mm,,,4455 mm,2720 mm,1875 mm,1700 kg,440 litros,,"2,57 m²","0,745 m²","0,29",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,e-Platform 3.0,,,,Não informado,,,,,,,,,,,,,,,,,,,,125/90 R16,175 mm,294 km,"60,5 kWh",,204 cv (dianteiro),,"31,6 kgfm (dianteiro)",,,,,,,,,,,,,,,,,,,,
769,Byd,Et3,Et3 BEV,2022,Eletricidade,Elétrico,Furgão,2 anos,3,4,Médio,Importado,R$ 192.510 (09/2024),,,,,,,,,,"14,79 kg/cv","88,09 kg/kgfm",,,,,,,,"18,9 s",100 km/h,,,,,,Automático,1,Dianteira,117 mm,195/60 R16,195/60 R16,Disco ventilado,Disco sólido,"Indep., McPherson",Feixe de molas semielípticas,Eixo rígido,Elétrica,,1875 mm,1490 mm,1533 mm,4460 mm,2725 mm,1720 mm,1612 kg,3300 litros,,,,,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,,,,,"11,4 m",,808 kg,,,,,,,,,,21 graus,22 graus,,,,,,,,120 mm,300 km,"44,9 kWh",,109 cv (dianteiro),,"18,3 kgfm (dianteiro)",,,,,,,,,,,,,,,"11,3 graus",,,,,
770,Byd,Han,Han EV,2022,Eletricidade,Elétrico,Sedã,5 anos,5,4,Grande,Importado,R$ 418.984 (09/2024),,,,,,,,,,"4,39 kg/cv","31,31 kg/kgfm",,,,,,,,"3,9 s",186 km/h,,,,,,Automático,1,Integral sob demanda,110 mm,245/45 R19,245/45 R19,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,,1495 mm,1640 mm,1640 mm,4980 mm,2920 mm,1910 mm,2170 kg,410 litros,,"2,43 m²","0,566 m²","0,233",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,,,,,"12,3 m",125 mm,,,,,,,,,,,,,,,,Dinasty,,,Kit de reparo e enchimento,,500 km,"76,9 kWh",,272 cv (traseiro),494 cv,"35,7 kgfm (traseiro)","69,3 kgfm",,,,,,,,,,,,,"32,8 m",,,,,,
771,Cadillac,Ats,Ats Premium 3.6 V6,2018,Gasolina,Combustão,Sedã,1 ano,5,4,Médio,Importado,,Injeção direta,Natural,3640 cm³,6 em V,Duplo no cabeçote,"85,6 mm",95 mm,Longitudinal,Dianteiro,"4,6 kg/cv","39,8 kg/kgfm","93,4 cv/litro",340 cv a 6800 rpm,"11,5:1","10,8 kgfm/litro","39,4 kgfm a 5300 rpm",4,Admissão,"5,1 s",278 km/h,10 km/l,6 km/l,600 km,360 km,Conversor de torque,Automático,8,Traseira,89 mm,225/40 R18,255/35 R18,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Elétrica,11 m,1421 mm,1512 mm,1548 mm,4643 mm,2775 mm,1806 mm,1570 kg,290 litros,60 litros,,,,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,,,,,,,,,,,,,,,7200 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,Cadillac,Escalade,Escalade ESV 6.2 V8,2016,Gasolina,Combustão,SUV,1 ano,6,4,Médio,Importado,,Injeção direta,Natural,6162 cm³,8 em V,"no bloco, corrente",92 mm,"103,25 mm",Longitudinal,Dianteiro,"6,2 kg/cv","41,3 kg/kgfm","69,1 cv/litro",426 cv a 5600 rpm,"10,5:1","10,3 kgfm/litro","63,6 kgfm a 4100 rpm",2,Admissão,"6,3 s",180 km/h,"5,8 km/l","3,9 km/l",679 km,456 km,Conversor de torque,Automático,8,Traseira,151 mm,275/55 R20,275/55 R20,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Elétrica,"13,1 m",1880 mm,1745 mm,1744 mm,5697 mm,3302 mm,2045 mm,2628 kg,900 litros,117 litros,"3,27 m²","1,373 m²","0,42",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,,,,,,205 mm,678 kg,,,,,,,L86,6000 rpm,,"15,9 graus","19,5 graus",3628 kg,,,,,Hidráulicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,Cadillac,Cts,Cts V 6.2 V8,2011,Gasolina,Combustão,Sedã,1 ano,5,4,Grande,Importado,,Injeção multiponto,Compressor,6162 cm³,8 em V,"no bloco, corrente",92 mm,"103,25 mm",Longitudinal,Dianteiro,"3,5 kg/cv","25,8 kg/kgfm","91,5 cv/litro",564 cv a 6100 rpm,9:1,"12,4 kgfm/litro","76,2 kgfm a 3800 rpm",2,Admissão,4 s,282 km/h,"6,8 km/l","3,5 km/l",462 km,238 km,Conversor de torque,Automático,6,Traseira,100 mm,255/40 R19,285/35 R19,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Hidráulica,"10,4 m",1455 mm,1569 mm,1575 mm,4868 mm,2880 mm,1842 mm,1965 kg,373 litros,68 litros,"2,28 m²","0,809 m²","0,355",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,,,,,,,,,,,,,,LSA,6200 rpm,,,,,,,,,Hidráulicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,Cadillac,Srx,Srx 3.0 V6,2011,Gasolina,Combustão,SUV,1 ano,5,4,Médio,Importado,,Injeção direta,Natural,2994 cm³,6 em V,Duplo no cabeçote,"80,2 mm",89 mm,Longitudinal,Dianteiro,"7,3 kg/cv","63,4 kg/kgfm","89,8 cv/litro",269 cv a 6950 rpm,"11,3:1","10,3 kgfm/litro","30,8 kgfm a 5100 rpm",4,Admissão,8 s,190 km/h,"9,4 km/l","5,8 km/l",743 km,458 km,Conversor de torque,Automático,6,Integral sob demanda,153 mm,235/65 R18,235/65 R18,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"12,2 m",1670 mm,1622 mm,1617 mm,4834 mm,2807 mm,1912 mm,1954 kg,500 litros,79 litros,"2,71 m²","0,976 m²","0,36",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,,,,,,179 mm,526 kg,,,,,,,,,,,,1590 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,Cadillac,Cts,Cts 3.6 V6,2008,Gasolina,Combustão,Sedã,1 ano,5,4,Grande,Importado,,Injeção direta,Natural,3564 cm³,6 em V,"Duplo no cabeçote, corrente","85,6 mm",94 mm,Longitudinal,Dianteiro,"5,7 kg/cv","46,6 kg/kgfm","86,7 cv/litro",309 cv a 6400 rpm,"11,3:1","10,6 kgfm/litro","37,7 kgfm a 5200 rpm",4,Admissão,6 s,230 km/h,"9,5 km/l","5,1 km/l",646 km,347 km,Conversor de torque,Automático,6,Traseira,118 mm,235/50 R18,235/50 R18,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Hidráulica,"10,4 m",1472 mm,1570 mm,1575 mm,4866 mm,2880 mm,1842 mm,1757 kg,373 litros,68 litros,"2,3 m²","0,782 m²","0,34",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,,,,,,,,,,,,,,Alloytec LLT,6950 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,Cadillac,Escalade,Escalade ESV 6.2 V8,2008,Gasolina,Combustão,SUV,1 ano,6,4,Médio,Importado,,Injeção multiponto,Natural,6162 cm³,8 em V,"no bloco, corrente",92 mm,"103,25 mm",Longitudinal,Dianteiro,"6,3 kg/cv","44,9 kg/kgfm","66,4 cv/litro",409 cv a 5700 rpm,"10,5:1","9,3 kgfm/litro","57,6 kgfm a 4300 rpm",2,Admissão,"6,9 s",170 km/h,"5,8 km/l","3,9 km/l",679 km,456 km,Conversor de torque,Automático,6,Traseira,172 mm,265/65 R18,265/65 R18,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Hidráulica,"13,1 m",1916 mm,1732 mm,1702 mm,5660 mm,3302 mm,2010 mm,2588 kg,900 litros,117 litros,"3,27 m²","1,373 m²","0,42",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,,,,,,235 mm,678 kg,,,,,,,L99,6000 rpm,,"15,9 graus","21,95 graus",,,,,,Hidráulicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,Caterham,Seven,Seven CSR 2.3,2016,Gasolina,Combustão,Conversível,1 ano,2,2,Compacto,Importado,,Injeção multiponto,Natural,2261 cm³,4 em linha,Duplo no cabeçote,94 mm,"87,5 mm",Longitudinal,Dianteiro,"2,2 kg/cv","20,8 kg/kgfm","115,4 cv/litro",261 cv a 7500 rpm,12:1,"12,2 kgfm/litro","27,6 kgfm a 6200 rpm",4,,"3,2 s",250 km/h,9 km/l,7 km/l,324 km,252 km,Embreagem monodisco a seco,Manual,6,Traseira,98 mm,195/45 R15,245/40 R15,Disco ventilado,Disco sólido,"Independente, braços sobrepostos",Mola helicoidal,Eixo De Dion,Não assistida,Não informado,1140 mm,1505 mm,1465 mm,3300 mm,2315 mm,1685 mm,575 kg,75 litros,36 litros,,,,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,,,,,,100 mm,,,Motor Ford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,Caterham,Seven,Seven 160 0.66 Turbo,2016,Gasolina,Combustão,Conversível,1 ano,2,2,Compacto,Importado,,Injeção multiponto,Turbocompressor,658 cm³,3 em linha,Duplo no cabeçote,"60,4 mm",68 mm,Longitudinal,Dianteiro,"6,1 kg/cv","45,0 kg/kgfm","121,6 cv/litro",80 cv a 7000 rpm,"8,5:1","16,6 kgfm/litro","10,9 kgfm a 3400 rpm",4,,"6,9 s",161 km/h,13 km/l,9 km/l,468 km,324 km,Embreagem monodisco a seco,Manual,5,Traseira,101 mm,155/65 R14,155/65 R14,Disco sólido,Tambor,"Independente, braços sobrepostos",Mola helicoidal,Eixo De Dion,Não assistida,Não informado,1140 mm,1505 mm,1465 mm,3100 mm,2225 mm,1575 mm,490 kg,75 litros,36 litros,,,,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,,,,,,100 mm,,,Motor Suzuki,,,,,K6A,7700 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,Cbt,Javali,Javali 2.9 Turbodiesel 4x4,1990,Diesel,Combustão,Jipe,1 ano,4,2,Médio,Nacional,R$ 28.000 (09/2024),Injeção indireta,Turbocompressor,2940 cm³,3 em linha,no bloco,120 mm,102 mm,Longitudinal,Dianteiro,"20,9 kg/cv","68,8 kg/kgfm","28,6 cv/litro",84 cv a 3000 rpm,"16,1:1","8,7 kgfm/litro","25,5 kgfm a 1600 rpm",2,,"53,2 s",106 km/h,,,,,Embreagem monodisco a seco,Manual,4,Integral temporária,,,,Disco sólido,Tambor,Eixo rígido,,Eixo rígido,Não assistida,13 m,1855 mm,1410 mm,1380 mm,3495 mm,2115 mm,1640 mm,1755 kg,50 litros,53 litros,,,,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,,,,,,240 mm,750 kg,,,"11,7 km/l","10,7 km/l",620 km,567 km,,,,50 graus,42 graus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31 graus,600 mm,,,17 graus,
780,Cbt,Javali,Javali 3.9 4x4,1988,Diesel,Combustão,Jipe,1 ano,4,2,Médio,Nacional,R$ 15.844 (09/2024),Injeção indireta,Natural,3922 cm³,4 em linha,no bloco,,,Longitudinal,Dianteiro,"21,2 kg/cv","66,0 kg/kgfm","19,9 cv/litro",78 cv a 2800 rpm,"16,1:1","6,4 kgfm/litro",25 kgfm a 1500 rpm,2,,50 s,120 km/h,,,,,Embreagem monodisco a seco,Manual,4,Integral temporária,,,,Disco sólido,Tambor,Eixo rígido,,Eixo rígido,Não assistida,13 m,1840 mm,1385 mm,1380 mm,3495 mm,2103 mm,1640 mm,1650 kg,50 litros,60 litros,,,,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,,,,,,240 mm,750 kg,,,"11,2 km/l","10,5 km/l",672 km,630 km,,,,50 graus,42 graus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31 graus,600 mm,,,"19,8 graus",
781,Chamonix,356,356 Super 90 1.9 Cabriolet,2006,Gasolina,Combustão,Conversível,1 ano,2,2,Compacto,Nacional,,Injeção multiponto,Natural,1915 cm³,4 opostos horizontalmente,Único no cabeçote,69 mm,94 mm,Longitudinal,Traseiro,"6,9 kg/cv","48,5 kg/kgfm","60,1 cv/litro",115 cv a 4500 rpm,9:1,"8,6 kgfm/litro","16,4 kgfm a 3000 rpm",2,,12 s,180 km/h,11 km/l,7 km/l,495 km,315 km,Embreagem monodisco a seco,Manual,4,Traseira,111 mm,185/60 R15,185/60 R15,Disco sólido,Tambor,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braço arrastado",Hidráulica,Não informado,1260 mm,,,3880 mm,2100 mm,1660 mm,795 kg,15 litros,45 litros,,,,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,Chamonix,550,550 Spyder 2.0,2000,Gasolina,Combustão,Conversível,1 ano,2,2,Compacto,Nacional,,Injeção multiponto,Natural,1984 cm³,4 em linha,"Único no cabeçote, correia dentada","92,8 mm","82,5 mm",Longitudinal,Central,"5,4 kg/cv","38,7 kg/kgfm","63,0 cv/litro",125 cv a 5500 rpm,10:1,"8,8 kgfm/litro","17,5 kgfm a 3000 rpm",2,,"9,1 s",200 km/h,"12,6 km/l",8 km/l,517 km,328 km,Conversor de torque,Automático,4,Traseira,117 mm,195/60 R15,195/60 R15,Disco ventilado,Disco sólido,,,,Hidráulica,11 m,1180 mm,,,3708 mm,2160 mm,1549 mm,677 kg,150 litros,41 litros,,,,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,,,,,,,,,,,,,,AP-2000,,,,,,,,,,Hidráulicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,Chana,Cargo,Cargo 1.0,2010,Gasolina,Combustão,Picape,1 ano,2,2,Compacto,Importado,R$ 15.024 (09/2024),Injeção multiponto,Natural,970 cm³,4 em linha,Único no cabeçote,74 mm,"65,5 mm",Transversal,Dianteiro,"17,6 kg/cv","113,5 kg/kgfm","51,5 cv/litro",50 cv a 5300 rpm,"8,8:1","8,0 kgfm/litro","7,75 kgfm a 3500 rpm",2,,99 s,98 km/h,"8,4 km/l","8,2 km/l",336 km,328 km,Embreagem monodisco a seco,Manual,5,Dianteira,116 mm,165/70 R13,165/70 R13,Disco sólido,Tambor,"Independente, McPherson",Feixe de molas semielípticas,Eixo rígido,Hidráulica,Não informado,1810 mm,,,3880 mm,2500 mm,1485 mm,880 kg,1000 litros,40 litros,,,,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,,,,,,,800 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,Chana,Family,Family 1.0,2008,Gasolina,Combustão,Van,1 ano,8,4,Compacto,Importado,R$ 12.575 (09/2024),Injeção multiponto,Natural,970 cm³,4 em linha,Único no cabeçote,74 mm,"65,5 mm",Transversal,Dianteiro,"19,5 kg/cv","125,8 kg/kgfm","51,5 cv/litro",50 cv a 5300 rpm,"8,8:1","8,0 kgfm/litro","7,75 kgfm",2,,99 s,98 km/h,"8,4 km/l","8,2 km/l",336 km,328 km,Embreagem monodisco a seco,Manual,5,Traseira,116 mm,165/70 R13,165/70 R13,Disco sólido,Tambor,"Indep., McPherson",Feixe de molas semielípticas,Eixo rígido,Não assistida,,1895 mm,,,3600 mm,2350 mm,1475 mm,975 kg,100 litros,40 litros,,,,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,,5300 rpm,3500 rpm,,Não informado,,600 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,Changan,Ministar,Ministar CD 1.0 8V,2012,Gasolina,Combustão,Picape,2 anos,2,2,Compacto,Importado,R$ 22.328 (09/2024),Injeção multiponto,Natural,970 cm³,4 em linha,Único no cabeçote,74 mm,"65,5 mm",Longitudinal,Dianteiro,"19,3 kg/cv","132,3 kg/kgfm","54,6 cv/litro",53 cv a 5300 rpm,"8,8:1","8,0 kgfm/litro","7,75 kgfm a 3500 rpm",2,,99 s,98 km/h,"8,4 km/l","8,2 km/l",336 km,328 km,Embreagem monodisco a seco,Manual,5,Traseira,116 mm,165/70 R13,165/70 R13,Disco sólido,Tambor,"Independente, McPherson",Feixe de molas semielípticas,Eixo rígido,Não assistida,9 m,1810 mm,,,4320 mm,2750 mm,1475 mm,1025 kg,600 litros,40 litros,,,,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,,,,,,165 mm,1000 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,Changan,Ministar,Ministar CS 1.0 8V,2011,Gasolina,Combustão,Picape,2 anos,2,2,Compacto,Importado,R$ 17.972 (09/2024),Injeção multiponto,Natural,970 cm³,4 em linha,Único no cabeçote,74 mm,"65,5 mm",Longitudinal,Dianteiro,"19,0 kg/cv","129,7 kg/kgfm","54,6 cv/litro",53 cv a 5300 rpm,"8,8:1","8,0 kgfm/litro","7,75 kgfm a 3500 rpm",2,,99 s,98 km/h,"8,6 km/l","8,6 km/l",344 km,344 km,Embreagem monodisco a seco,Manual,5,Traseira,116 mm,165/70 R13,165/70 R13,Disco sólido,Tambor,"Independente, McPherson",Feixe de molas semielípticas,Eixo rígido,Não assistida,9 m,1810 mm,,,4320 mm,2750 mm,1475 mm,1005 kg,1000 litros,40 litros,,,,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,,,,,,165 mm,1020 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,Changan,Ministar,Ministar CE 1.0 8V,2011,Gasolina,Combustão,Picape,2 anos,2,2,Compacto,Importado,R$ 21.760 (09/2024),Injeção multiponto,Natural,970 cm³,4 em linha,Único no cabeçote,74 mm,"65,5 mm",Longitudinal,Dianteiro,"19,2 kg/cv","131,0 kg/kgfm","54,6 cv/litro",53 cv a 5300 rpm,"8,8:1","8,0 kgfm/litro","7,75 kgfm a 3500 rpm",2,,99 s,98 km/h,"8,4 km/l","8,2 km/l",336 km,328 km,Embreagem monodisco a seco,Manual,5,Traseira,116 mm,165/70 R13,165/70 R13,Disco sólido,Tambor,"Independente, McPherson",Feixe de molas semielípticas,Eixo rígido,Não assistida,9 m,1810 mm,,,4320 mm,2750 mm,1475 mm,1015 kg,800 litros,40 litros,,,,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,,,,,,165 mm,1000 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
